"error_x","error_y"
35.114,11.30605094,
35.114,11.34890547,
35.114,18.8943506,
35.114,20.02204451,
35.161,19.98045619,
35.161,20.00116075,
35.161,24.66038277,
35.161,25.39564478,
35.171,25.39564478,
35.171,25.39564478,
35.171,27.1685646,
35.171,27.47234826,
35.194,27.43018783,
35.194,27.45030764,
35.194,12.08816852,
35.194,5.396527055,
35.251,5.354332688,
35.251,5.375561519,
35.251,17.46253363,
35.251,18.93200479,
35.291,18.84570179,
35.291,18.88575485,
35.291,31.03866037,
35.291,32.67902271,
35.324,32.63503521,
35.324,32.6540805,
35.324,17.10599384,
35.324,12.31795795,
35.354,12.2738635,
35.354,12.29353772,
35.424,5.524542448,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,2.420821105,
35.424,18.31348484,
35.424,19.92443002,
35.524,19.69990511,
35.524,19.79581141,
35.524,27.81165138,
35.524,28.87041347,
35.541,28.82521017,
35.541,28.84360336,
35.541,45.4127819,
35.541,47.43706962,
35.571,47.43706962,
35.571,47.43706962,
35.571,31.40380004,
35.571,28.10962592,
35.624,28.02374979,
35.624,28.06250303,
35.624,29.71584064,
35.624,29.92081938,
35.651,29.88020904,
35.651,29.90030861,
35.651,22.30964005,
35.651,20.7092554,
35.691,20.67040627,
35.691,20.69143778,
35.691,12.02873807,
35.691,9.623887919,
35.704,9.623887919,
35.704,9.623887919,
35.704,6.725672091,
35.704,5.982306283,
35.754,5.909830474,
35.754,5.95488571,
35.754,14.41753105,
35.754,15.45095744,
35.774,15.41730805,
35.774,15.43999618,
35.774,13.95335572,
35.774,13.62310993,
35.774,13.62310993,
35.774,13.62310993,
35.774,13.62310993,
35.774,13.62310993,
35.831,13.62310993,
35.831,13.62310993,
35.831,17.7503066,
35.831,18.36682792,
35.881,18.30484927,
35.881,18.35119766,
35.881,29.7684447,
35.881,31.17665671,
35.924,31.14833452,
35.924,31.1713194,
35.924,29.24501758,
35.924,28.88918526,
35.964,28.83810518,
35.964,28.88536713,
35.964,34.27685799,
35.964,34.95939099,
35.964,34.95939099,
35.964,34.95939099,
35.964,34.1750741,
35.964,34.05591325,
36.014,34.03302028,
36.014,34.05669254,
36.014,50.21999544,
36.014,52.02496999,
36.031,52.00370301,
36.031,52.02669168,
36.031,51.53766265,
36.031,51.43402134,
36.071,51.43402134,
36.071,51.43402134,
36.071,35.72278713,
36.071,32.96614362,
36.124,32.92893819,
36.124,32.97740811,
36.124,34.52814345,
36.124,34.69125017,
36.144,34.67509854,
36.144,34.69942935,
36.144,20.08635625,
36.144,16.6858207,
36.171,16.67133944,
36.171,16.69674349,
36.174,19.9221063,
36.174,20.36832551,
36.221,20.35535703,
36.221,20.38065117,
36.221,26.17096898,
36.221,26.92921144,
36.254,26.91770864,
36.254,26.94270885,
36.274,28.01515204,
36.274,28.12540972,
36.281,28.11534642,
36.281,28.14025953,
36.294,35.03004391,
36.294,35.88403514,
36.314,35.87536213,
36.314,35.89991395,
36.314,29.36938373,
36.314,28.26331607,
36.381,28.25006827,
36.381,28.30015473,
36.381,26.28285067,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.381,25.89354029,
36.431,25.88886388,
36.431,25.91389519,
36.431,30.55340683,
36.431,31.13365717,
36.471,31.13022068,
36.471,31.15494741,
36.471,36.57241686,
36.471,37.23373288,
36.514,37.23043139,
36.514,37.27939221,
36.514,25.09844767,
36.514,22.76237231,
36.514,22.76237231,
36.514,22.76237231,
36.514,22.76237231,
36.514,22.76237231,
36.591,22.76358928,
36.591,22.81393606,
36.591,16.21767683,
36.591,14.88081993,
36.591,14.88081993,
36.591,14.88081993,
36.591,14.88081993,
36.591,14.88081993,
36.641,14.8830184,
36.641,14.90847718,
36.641,32.06916276,
36.641,33.80430256,
36.681,33.80753885,
36.681,33.83185539,
36.681,37.15740573,
36.681,37.54157604,
36.691,37.54157604,
36.691,37.54157604,
36.691,18.79847346,
36.691,14.33420113,
36.741,14.34354104,
36.741,14.39434658,
36.741,22.47804269,
36.741,23.40750505,
36.794,23.42054121,
36.794,23.47001117,
36.794,38.63341441,
36.794,40.1930168,
36.804,40.2008727,
36.804,40.22451931,
36.804,41.39052412,
36.804,41.50656666,
36.844,41.51525916,
36.844,41.53877315,
36.844,27.85318802,
36.844,25.4667585,
36.884,25.47620459,
36.884,25.50045005,
36.884,26.75818435,
36.884,26.90707898,
36.914,26.9173012,
36.914,26.94142762,
36.914,28.37189508,
36.914,28.52549699,
36.944,28.52549699,
36.944,28.52549699,
36.944,22.48204074,
36.944,21.50097426,
36.964,21.5119268,
36.964,21.53612696,
36.964,23.78321873,
36.964,24.05881148,
36.991,24.07049286,
36.991,24.09449082,
36.991,27.14947467,
36.991,27.51553007,
37.041,27.52791291,
37.041,27.55164289,
37.041,34.20609717,
37.041,34.95914607,
37.091,34.97223088,
37.091,34.9954953,
37.091,41.59814419,
37.091,42.31348584,
37.101,42.34162795,
37.101,42.38725625,
37.101,35.09761092,
37.101,34.03519619,
37.154,34.05014197,
37.154,34.07323575,
37.154,23.63700562,
37.154,21.84181158,
37.184,21.85728916,
37.184,21.88089297,
37.184,30.15285688,
37.184,31.06897209,
37.214,31.08504767,
37.214,31.10808965,
37.214,32.17285734,
37.214,32.28410457,
37.234,32.28410457,
37.234,32.28410457,
37.234,28.49428788,
37.234,27.93441279,
37.294,27.96817264,
37.294,28.01411506,
37.294,33.29147381,
37.294,33.88498071,
37.321,33.90264126,
37.321,33.9252822,
37.321,41.52249914,
37.321,42.32059293,
37.321,42.32059293,
37.321,42.32059293,
37.321,32.7430289,
37.321,31.3750743,
37.391,31.39320812,
37.391,31.41583205,
37.391,41.25334357,
37.391,42.26015664,
37.431,42.29793621,
37.431,42.34194358,
37.431,43.55761898,
37.431,43.64978367,
37.451,43.64978367,
37.451,43.64978367,
37.451,37.108864,
37.451,36.2562562,
37.474,36.27578304,
37.474,36.29789607,
37.474,37.91038969,
37.474,38.07448487,
37.531,38.11148255,
37.531,38.15579625,
37.544,46.88416923,
37.544,47.7283489,
37.544,47.7283489,
37.544,47.7283489,
37.544,47.37473716,
37.544,47.32421033,
37.574,47.3419407,
37.574,47.36360179,
37.574,51.50732611,
37.574,51.9022776,
37.604,51.92212247,
37.604,51.94330506,
37.604,54.32718124,
37.604,54.53972649,
37.691,54.57776666,
37.691,54.62004839,
37.691,47.79927301,
37.691,46.9725122,
37.691,46.9725122,
37.691,46.9725122,
37.691,46.85904867,
37.691,46.84526834,
37.704,46.86340017,
37.704,46.88493778,
37.704,43.17247327,
37.704,42.71777086,
37.731,42.73796631,
37.731,42.75944529,
37.731,45.7096064,
37.731,45.9981855,
37.761,46.01649473,
37.761,46.03800585,
37.761,47.9308083,
37.761,48.1056881,
37.841,48.14457915,
37.841,48.18717529,
37.841,45.67925291,
37.841,45.34593952,
37.851,45.34593952,
37.851,45.34593952,
37.851,49.46322682,
37.851,49.87162151,
37.874,49.91086587,
37.874,49.9530836,
37.874,50.63128594,
37.874,50.65916463,
37.904,50.65916463,
37.904,50.65916463,
37.911,42.13404545,
37.911,41.11962843,
37.954,41.14032036,
37.954,41.1616728,
37.954,44.02937987,
37.954,44.30879975,
37.991,44.32757592,
37.991,44.34897417,
37.991,37.6507496,
37.991,36.80563778,
38.014,36.82645091,
38.014,36.8479536,
38.014,37.67491148,
38.014,37.74807661,
38.054,37.76695455,
38.054,37.78863254,
38.054,40.52312514,
38.054,40.78679463,
38.074,40.80776872,
38.074,40.82900574,
38.074,42.20862149,
38.074,42.3347547,
38.104,42.35378737,
38.104,42.37516012,
38.111,40.40782629,
38.111,40.16045148,
38.161,40.18154936,
38.161,40.20275968,
38.161,44.74130945,
38.161,45.17854325,
38.184,45.19771193,
38.184,45.21887742,
38.184,40.59481114,
38.184,40.04305348,
38.234,40.06426923,
38.234,40.08543323,
38.234,41.75703211,
38.234,41.9106135,
38.241,41.9106135,
38.241,41.9106135,
38.241,47.26513021,
38.241,47.78309242,
38.294,47.82376409,
38.294,47.86549963,
38.301,48.25222768,
38.301,48.25263864,
38.314,48.27203909,
38.314,48.29295588,
38.314,52.46724722,
38.314,52.83911418,
38.344,52.86061979,
38.344,52.88104761,
38.344,55.93290284,
38.344,56.19031937,
38.374,56.20986065,
38.374,56.23031817,
38.374,50.38305317,
38.374,49.75781387,
38.401,49.7793987,
38.401,49.79992765,
38.401,52.09247609,
38.401,52.2904444,
38.454,52.31005519,
38.454,52.33067157,
38.454,46.17998881,
38.454,45.49488,
38.464,45.51652974,
38.464,45.53722562,
38.464,46.05883713,
38.464,46.09252889,
38.524,46.1121903,
38.524,46.13308402,
38.531,36.24108089,
38.531,35.00390305,
38.534,35.02556649,
38.534,35.04679799,
38.534,34.94747312,
38.534,34.91867854,
38.534,34.91867854,
38.534,34.91867854,
38.534,36.22219657,
38.534,36.36228079,
38.621,36.38196188,
38.621,36.40335901,
38.621,37.94419797,
38.621,38.08708564,
38.674,38.12861005,
38.674,38.17100808,
38.674,39.02753168,
38.674,39.05606746,
38.674,39.07791754,
38.674,39.09878428,
38.674,41.37662968,
38.674,41.60757471,
38.721,41.62742872,
38.721,41.64847199,
38.721,44.47285581,
38.721,44.73289785,
38.741,44.73289785,
38.741,44.73289785,
38.741,46.12510135,
38.741,46.26065448,
38.781,46.2826089,
38.781,46.30314118,
38.781,34.22150931,
38.781,32.65423949,
38.814,32.67410547,
38.814,32.69558593,
38.814,35.5018507,
38.814,35.78007932,
38.871,35.82197337,
38.871,35.86440032,
38.871,32.90898074,
38.871,32.51698539,
38.884,32.53897422,
38.884,32.56016033,
38.884,33.16672533,
38.884,33.21625867,
38.931,33.23624198,
38.931,33.25764094,
38.931,34.47086727,
38.931,34.58433322,
38.944,34.58433322,
38.944,34.58433322,
38.944,34.48587673,
38.944,34.47542903,
38.991,34.49748218,
38.991,34.51856425,
38.991,23.85299791,
38.991,22.2732372,
39.001,22.29319196,
39.001,22.31527341,
39.001,12.03307958,
39.001,9.933703806,
39.044,9.955583049,
39.044,9.978431962,
39.044,11.09007099,
39.044,11.21896001,
39.101,11.26079354,
39.101,11.30680023,
39.101,13.76881838,
39.101,14.03559785,
39.121,14.03559785,
39.121,14.03559785,
39.121,4.933614698,
39.121,0.2388332869,
39.144,0.2176063373,
39.144,0.2329049547,
39.144,1.770086024,
39.144,1.85765435,
39.184,1.835301563,
39.184,1.816493252,
39.184,3.793057672,
39.184,4.010140875,
39.211,3.99012439,
39.211,3.967990339,
39.211,2.440285644,
39.211,2.151853142,
39.234,2.129495184,
39.234,2.110276726,
39.234,1.524510447,
39.234,1.538739769,
39.274,1.558215853,
39.274,1.585885455,
39.274,5.364976964,
39.274,5.64964799,
39.314,5.627455071,
39.314,5.606169924,
39.314,5.202851666,
39.314,5.157665756,
39.354,5.137447849,
39.354,5.116319359,
39.354,3.647378634,
39.354,3.426828317,
39.394,3.404404872,
39.394,3.384858458,
39.394,1.9351695,
39.394,1.832587948,
39.414,1.851960412,
39.414,1.88053703,
39.414,8.382092832,
39.414,8.890995348,
39.434,8.86881868,
39.434,8.846831367,
39.434,8.444788594,
39.434,8.398709826,
39.454,8.378525314,
39.454,8.356479475,
39.454,11.83074216,
39.454,12.27252186,
39.514,12.27252186,
39.514,12.27252186,
39.514,11.69191668,
39.514,11.61388709,
39.551,11.56757202,
39.551,11.52327566,
39.551,8.826301273,
39.551,8.381490864,
39.561,8.381490864,
39.561,8.381490864,
39.561,6.282181125,
39.561,5.924638782,
39.621,5.873850036,
39.621,5.833694626,
39.621,3.921823145,
39.621,3.649169809,
39.661,3.622561984,
39.661,3.603934861,
39.664,14.93759736,
39.664,15.94348057,
39.691,15.91539992,
39.691,15.89376146,
39.691,15.13598068,
39.691,15.02910082,
39.694,14.99907429,
39.694,14.97793286,
39.694,13.86940752,
39.694,13.70500211,
39.754,13.6730485,
39.754,13.6524865,
39.754,9.25495795,
39.754,8.449348815,
39.774,8.415408279,
39.774,8.395890185,
39.781,12.45857204,
39.781,12.967188,
39.811,12.9315913,
39.811,12.91178532,
39.811,12.6296156,
39.811,12.59545369,
39.844,12.55805928,
39.844,12.53881152,
39.844,11.96434745,
39.844,11.88108374,
39.874,11.88108374,
39.874,11.88108374,
39.874,9.719579146,
39.874,9.37143163,
39.894,9.291315205,
39.894,9.255134766,
39.894,6.98207001,
39.894,6.626043134,
39.921,6.626043134,
39.921,6.626043134,
39.921,6.791417393,
39.921,6.804173188,
39.921,6.804173188,
39.921,6.804173188,
39.921,6.834483945,
39.921,6.836804107,
40.024,6.703805929,
40.024,6.655754,
40.024,5.232916431,
40.024,5.062547261,
40.051,5.015014731,
40.051,5.000250654,
40.051,3.133267013,
40.051,2.820638937,
40.081,2.771123259,
40.081,2.758421819,
40.081,9.31378499,
40.081,9.882213132,
40.111,9.882213132,
40.111,9.882213132,
40.111,9.643423242,
40.111,9.602410486,
40.151,9.552364848,
40.151,9.537952843,
40.151,15.07872007,
40.151,15.74035436,
40.181,15.63685252,
40.181,15.60896573,
40.181,14.47859792,
40.181,14.30758255,
40.204,14.25393129,
40.204,14.24110826,
40.204,12.70956614,
40.204,12.46464579,
40.241,12.40976167,
40.241,12.39778267,
40.241,11.40089694,
40.241,11.24859586,
40.281,11.19256144,
40.281,11.18138903,
40.281,17.058403,
40.281,17.77950457,
40.281,17.77950457,
40.281,17.77950457,
40.281,17.79783187,
40.281,17.79893587,
40.351,17.74216417,
40.351,17.73131486,
40.351,16.1130453,
40.351,15.84546998,
40.364,15.78772842,
40.364,15.77767758,
40.364,15.58076682,
40.364,15.54609836,
40.404,15.48749966,
40.404,15.47817637,
40.404,15.09875606,
40.404,15.0355015,
40.454,14.97614502,
40.454,14.96751556,
40.454,32.12934703,
40.454,34.16020371,
40.491,34.10080066,
40.491,34.09224974,
40.491,32.56057075,
40.491,32.27234644,
40.521,32.15177873,
40.521,32.13674912,
40.521,36.89348873,
40.521,37.69561354,
40.554,37.63479091,
40.554,37.62812199,
40.554,36.45594289,
40.554,36.22640018,
40.601,36.16512081,
40.601,36.15912889,
40.601,48.6688829,
40.601,50.72855145,
40.604,50.72855145,
40.604,50.72855145,
40.604,50.74470607,
40.604,50.74251384,
40.641,50.61974339,
40.641,50.60917311,
40.641,49.29864977,
40.641,49.01090066,
40.681,48.9490593,
40.681,48.94469271,
40.681,53.47947204,
40.681,54.36072695,
40.714,54.36072695,
40.714,54.36072695,
40.714,57.26475171,
40.714,57.87202623,
40.751,57.81021344,
40.751,57.8063587,
40.751,57.46476165,
40.751,57.37571281,
40.791,57.25156698,
40.791,57.24553809,
40.791,56.88629684,
40.791,56.78472077,
40.814,56.72243632,
40.814,56.72022855,
40.814,55.75535707,
40.814,55.53061609,
40.861,55.46819935,
40.861,55.46654007,
40.871,67.1676205,
40.871,69.4989151,
40.884,69.4989151,
40.884,69.4989151,
40.884,68.93735502,
40.884,68.79980407,
40.904,68.73768214,
40.904,68.73646076,
40.904,68.61596323,
40.904,68.56770862,
40.974,68.44335085,
40.974,68.44241164,
40.984,67.55105679,
40.984,67.31167387,
40.994,67.31167387,
40.994,67.31167387,
40.994,64.79331408,
40.994,64.22796977,
41.011,64.16567577,
41.011,64.16592501,
41.011,63.99531628,
41.011,63.93713519,
41.044,63.87484417,
41.044,63.87550853,
41.044,63.63770188,
41.044,63.56506145,
41.081,63.50279084,
41.081,63.50391482,
41.081,65.71818986,
41.081,66.20779876,
41.124,66.14565435,
41.124,66.14717211,
41.124,65.9388629,
41.124,65.89030759,
41.141,65.82823129,
41.141,65.83018668,
41.141,65.63268171,
41.141,65.5641251,
41.161,65.50209648,
41.161,65.50440461,
41.161,65.51632579,
41.161,65.50442654,
41.234,65.38063176,
41.234,65.38640333,
41.234,69.55685739,
41.234,70.46402464,
41.244,70.46402464,
41.244,70.46402464,
41.244,70.38560008,
41.244,70.3580331,
41.261,70.29640226,
41.261,70.29987266,
41.261,68.09362218,
41.261,67.56676401,
41.324,67.50516352,
41.324,67.50891793,
41.324,67.42159322,
41.324,67.37820902,
41.341,67.31671926,
41.341,67.32083902,
41.341,67.19860826,
41.341,67.1506171,
41.364,67.08921724,
41.364,67.09360891,
41.364,63.47749646,
41.364,62.60926988,
41.404,62.54788432,
41.404,62.55257726,
41.411,62.44684557,
41.411,62.39056692,
41.411,62.39056692,
41.411,62.39056692,
41.411,62.39056692,
41.411,62.39056692,
41.461,62.32926369,
41.461,62.33419571,
41.461,61.69738582,
41.461,61.5292815,
41.534,61.40701605,
41.534,61.41774186,
41.534,61.41113672,
41.534,61.36575211,
41.551,61.30480557,
41.551,61.31057716,
41.551,63.0088651,
41.551,63.38267179,
41.581,63.32138234,
41.581,63.32628133,
41.581,64.0246608,
41.581,64.17592643,
41.621,64.11435376,
41.621,64.11843234,
41.621,64.13610864,
41.621,64.12225735,
41.654,64.06041849,
41.654,64.0636324,
41.654,64.12520612,
41.654,64.11657018,
41.684,64.05454115,
41.684,64.0569718,
41.684,63.56188573,
41.684,63.42487279,
41.714,63.36267929,
41.714,63.3642905,
41.714,63.5048131,
41.714,63.51328895,
41.754,63.45101447,
41.754,63.45189735,
41.754,61.30399497,
41.754,60.8197236,
41.771,60.7573635,
41.771,60.7574796,
41.771,60.8804896,
41.771,60.88533345,
41.804,60.88533345,
41.804,60.88533345,
41.804,61.25200798,
41.804,61.32454568,
41.854,61.1999123,
41.854,61.19808007,
41.854,61.70505389,
41.854,61.79036834,
41.881,61.72816905,
41.881,61.72627053,
41.901,66.14199754,
41.901,67.11097787,
41.914,67.04906839,
41.914,67.04646201,
41.914,64.29235747,
41.914,63.65739029,
41.954,63.59554997,
41.954,63.59237867,
41.954,63.85640162,
41.954,63.90205941,
41.971,63.84040856,
41.971,63.83660085,
41.971,63.84340567,
41.971,63.83061612,
42.001,63.76914247,
42.001,63.76480297,
42.001,56.14278092,
42.001,54.31715035,
42.054,54.2556546,
42.054,54.25082803,
42.054,60.09639248,
42.054,61.30345009,
42.084,61.24237506,
42.084,61.23697393,
42.084,61.66666306,
42.084,61.74749136,
42.114,61.68669247,
42.114,61.68073379,
42.114,61.82089615,
42.114,61.83831201,
42.144,61.77774734,
42.144,61.77134454,
42.161,65.57205444,
42.161,66.42005147,
42.184,66.35992542,
42.184,66.35292014,
42.184,66.65750209,
42.184,66.71690652,
42.204,66.65703641,
42.204,66.64961694,
42.204,67.00365987,
42.204,67.07322643,
42.261,67.01368268,
42.261,67.005767,
42.261,66.13686139,
42.261,65.94775391,
42.271,65.94775391,
42.271,65.94775391,
42.271,68.6469568,
42.271,69.27760221,
42.294,69.21840362,
42.294,69.21005293,
42.294,69.28766543,
42.294,69.29269327,
42.344,69.23382784,
42.344,69.22501482,
42.344,69.71172436,
42.344,69.8169198,
42.384,69.75832523,
42.384,69.74916317,
42.384,64.48851571,
42.384,63.19663023,
42.414,63.08007673,
42.414,63.06084104,
42.414,63.24150642,
42.414,63.26653967,
42.414,63.26653967,
42.414,63.26653967,
42.414,63.26653967,
42.414,63.26653967,
42.471,63.20874383,
42.471,63.19857707,
42.491,64.15027527,
42.491,64.35795731,
42.511,64.30043805,
42.511,64.28997581,
42.511,64.29410716,
42.511,64.28711322,
42.541,64.22995651,
42.541,64.2191153,
42.541,65.07366841,
42.541,65.25898002,
42.594,65.20208456,
42.594,65.19098007,
42.594,63.76432122,
42.594,63.44916696,
42.614,63.39261454,
42.614,63.38117681,
42.614,63.5912667,
42.614,63.63282945,
42.634,63.5765074,
42.634,63.56485201,
42.634,63.99232062,
42.634,64.08686132,
42.681,64.03092578,
42.681,64.01891398,
42.681,52.26913999,
42.681,49.3620286,
42.714,49.30595458,
42.714,49.29415871,
42.714,49.43728088,
42.714,49.45986622,
42.751,49.40416761,
42.751,49.3920603,
42.751,49.65247502,
42.751,49.7016983,
42.791,49.6461992,
42.791,49.63392917,
42.791,50.6819311,
42.791,50.8906372,
42.814,50.83554359,
42.814,50.82294012,
42.814,54.32291541,
42.814,55.0458199,
42.844,54.9910214,
42.844,54.97812959,
42.844,59.70506616,
42.844,60.71104372,
42.874,60.65678133,
42.874,60.64339377,
42.874,60.41525713,
42.874,60.35568763,
42.914,60.30156665,
42.914,60.2880793,
42.914,57.85371572,
42.914,57.31101621,
42.944,57.25721121,
42.944,57.24352559,
42.944,57.50143495,
42.944,57.55969668,
42.991,57.5060346,
42.991,57.49224034,
42.991,58.00348092,
42.991,58.11129777,
43.011,58.05802764,
43.011,58.0439456,
43.011,56.13912921,
43.011,55.72853413,
43.051,55.67533123,
43.051,55.66123504,
43.051,55.95608524,
43.051,55.99816324,
43.051,55.99816324,
43.051,55.99816324,
43.051,55.99816324,
43.051,55.99816324,
43.111,55.8925979,
43.111,55.86384811,
43.111,51.97147855,
43.111,51.13301257,
43.111,51.13301257,
43.111,51.13301257,
43.111,51.13301257,
43.111,51.13301257,
43.184,51.02818833,
43.184,50.99910844,
43.184,52.30303125,
43.184,52.56455261,
43.191,52.51258082,
43.191,52.49774021,
43.191,59.15657286,
43.191,60.53172506,
43.234,60.47999814,
43.234,60.46481312,
43.234,60.62086942,
43.234,60.6393626,
43.284,60.6393626,
43.284,60.6393626,
43.284,61.04067707,
43.284,61.1289568,
43.341,60.97540701,
43.341,60.92882049,
43.341,61.58237437,
43.341,61.73185537,
43.354,61.73185537,
43.354,61.73185537,
43.354,60.16894435,
43.354,59.84167146,
43.384,59.7907257,
43.384,59.77506109,
43.384,60.3354456,
43.384,60.45500591,
43.434,60.40447597,
43.434,60.38855054,
43.434,51.54287826,
43.434,49.46285011,
43.451,49.41205094,
43.451,49.39653195,
43.451,49.8078948,
43.451,49.89423448,
43.484,49.84386175,
43.484,49.82808729,
43.484,45.56970129,
43.484,44.65675323,
43.544,44.55605937,
43.544,44.52477847,
43.544,45.11262889,
43.544,45.22776006,
43.554,45.22776006,
43.554,45.22776006,
43.554,47.18084935,
43.554,47.56842871,
43.584,47.51824807,
43.584,47.50244201,
43.584,49.38688807,
43.584,49.78398421,
43.614,49.73262261,
43.614,49.7174341,
43.614,49.89244682,
43.614,49.92304408,
43.654,49.87292095,
43.654,49.85701279,
43.654,50.71117112,
43.654,50.88342246,
43.674,50.83206724,
43.674,50.81686816,
43.674,49.28378287,
43.674,48.98122863,
43.704,48.93050444,
43.704,48.91495877,
43.704,49.07962073,
43.704,49.11270604,
43.751,49.06076052,
43.751,49.04595781,
43.761,49.91257228,
43.761,50.08478347,
43.784,50.03353421,
43.784,50.01828901,
43.784,50.59345822,
43.784,50.71014699,
43.811,50.65771374,
43.811,50.64320248,
43.811,52.49053428,
43.811,52.86970693,
43.844,52.81802406,
43.844,52.80298958,
43.844,53.24187849,
43.844,53.32878258,
43.884,53.27593472,
43.884,53.26165588,
43.884,47.72034798,
43.884,46.51444871,
43.924,46.4621762,
43.924,46.44765,
43.924,48.45900217,
43.924,48.86330678,
43.924,48.86330678,
43.924,48.86330678,
43.924,48.90367786,
43.924,48.90234566,
43.964,48.84897592,
43.964,48.83512959,
43.964,49.2695856,
43.964,49.35222829,
44.014,49.29959673,
44.014,49.28525511,
44.014,49.98730745,
44.014,50.12420852,
44.044,50.07046115,
44.044,50.05687003,
44.044,50.3430115,
44.044,50.39994399,
44.091,50.29285909,
44.091,50.26540007,
44.091,58.96036826,
44.091,60.69948359,
44.124,60.6464178,
44.124,60.63214917,
44.124,60.91900448,
44.124,60.97869939,
44.154,60.97869939,
44.154,60.97869939,
44.154,47.44297165,
44.154,44.06528095,
44.191,43.95696955,
44.191,43.93054191,
44.191,44.88340322,
44.191,45.06269899,
44.231,45.00786456,
44.231,44.99513507,
44.231,45.29902964,
44.231,45.35421576,
44.254,45.35421576,
44.254,45.35421576,
44.254,45.90339416,
44.254,46.00643908,
44.284,45.95239383,
44.284,45.93908477,
44.284,46.52133481,
44.284,46.63743524,
44.314,46.58235108,
44.314,46.56979766,
44.314,42.72633931,
44.314,41.93824887,
44.351,41.88384304,
44.351,41.87085626,
44.351,39.09511532,
44.351,38.54767165,
44.384,38.49214116,
44.384,38.48003577,
44.384,37.08276433,
44.384,36.82029844,
44.424,36.76552208,
44.424,36.75288646,
44.424,36.15723443,
44.424,36.05556585,
44.451,35.99975318,
44.451,35.98789222,
44.451,36.60611572,
44.451,36.71145913,
44.484,36.65645088,
44.484,36.64398627,
44.484,37.13177617,
44.484,37.21303346,
44.511,37.15700975,
44.511,37.1453128,
44.511,34.26350416,
44.511,33.71483854,
44.541,33.65953097,
44.541,33.64734356,
44.541,34.14609654,
44.541,34.22867386,
44.601,34.11688006,
44.601,34.09339177,
44.601,33.4611367,
44.601,33.35753515,
44.601,33.35753515,
44.601,33.35753515,
44.601,33.38802363,
44.601,33.38934015,
44.654,33.33283408,
44.654,33.32157058,
44.654,33.93691925,
44.654,34.04018832,
44.691,33.98450193,
44.691,33.97260072,
44.691,34.41545641,
44.691,34.4970322,
44.784,34.3277863,
44.784,34.29376363,
44.784,27.65717896,
44.784,26.33713473,
44.784,26.33713473,
44.784,26.33713473,
44.784,26.33713473,
44.784,26.33713473,
44.784,26.33713473,
44.784,26.33713473,
44.791,26.33713473,
44.791,26.33713473,
44.801,26.28091893,
44.801,26.26954168,
44.801,26.32617282,
44.801,26.33240493,
44.851,26.33240493,
44.851,26.33240493,
44.851,27.3604544,
44.851,27.51658856,
44.874,27.4030701,
44.874,27.38115606,
44.874,26.66752332,
44.874,26.53906698,
44.914,26.4817059,
44.914,26.47124823,
44.914,23.8960746,
44.914,23.4742605,
44.954,23.4176854,
44.954,23.40663128,
44.954,15.35197608,
44.954,13.69576821,
44.991,13.63790377,
44.991,13.62802378,
44.991,14.09648399,
44.991,14.15781814,
45.034,14.10077645,
45.034,14.09028331,
45.034,12.17641221,
45.034,11.88086612,
45.034,11.82278042,
45.034,11.81312878,
45.034,12.18448565,
45.034,12.22812034,
45.084,12.22812034,
45.084,12.22812034,
45.084,12.2589178,
45.084,12.26101712,
45.121,12.20373025,
45.121,12.1935046,
45.121,12.75261762,
45.121,12.82186431,
45.144,12.76362458,
45.144,12.75411792,
45.144,13.3856618,
45.144,13.46255718,
45.161,13.40513826,
45.161,13.39502627,
45.174,5.795676457,
45.174,3.838197227,
45.231,3.720614632,
45.231,3.703731065,
45.231,4.559141217,
45.231,4.648133038,
45.254,4.588957768,
45.254,4.580616284,
45.254,4.907138243,
45.254,4.940085798,
45.281,4.88175302,
45.281,4.872853837,
45.294,2.088152436,
45.294,1.692774059,
45.311,1.748332773,
45.311,1.760679779,
45.311,1.294887051,
45.311,1.031085479,
45.341,0.9705413703,
45.341,0.9663977413,
45.341,1.645429055,
45.341,1.678913318,
45.394,1.618161599,
45.394,1.612362508,
45.394,2.343734861,
45.394,2.389528193,
45.401,2.33001715,
45.401,2.323013053,
45.401,0.9361415921,
45.401,0.7648473492,
45.454,0.7025626824,
45.454,0.7032357773,
45.454,0.6071837881,
45.454,0.762210655,
45.474,0.8119082865,
45.474,0.8288834048,
45.474,6.655364458,
45.474,7.11816679,
45.474,7.11816679,
45.474,7.11816679,
45.474,6.894043114,
45.474,6.874256533,
45.514,6.932312969,
45.514,6.942214702,
45.514,6.712838625,
45.514,6.686350589,
45.604,6.858936737,
45.604,6.890071093,
45.631,6.609262183,
45.631,6.574798442,
45.631,6.574798442,
45.631,6.574798442,
45.664,5.897539274,
45.664,5.798101298,
45.664,5.854037898,
45.664,5.865883384,
45.664,5.865883384,
45.664,5.865883384,
45.691,5.922741066,
45.691,5.933813465,
45.691,5.373221164,
