"Theta_x","Theta_y","Estimated Theta_x","Estimated Theta_y"
73.624,-67.50217234,74.094,-59.05622734,
73.664,-67.41562404,74.124,-57.70635457,
73.701,-66.88989819,74.171,-57.70635457,
73.711,-66.67654531,74.194,-57.70635457,
73.731,-66.67794059,74.234,-56.73123388,
73.791,-66.40658071,74.271,-56.73123388,
73.834,-65.96992965,74.301,-56.73123388,
73.871,-65.28831207,74.334,-55.95698033,
73.894,-65.0093999,74.364,-55.95698033,
73.914,-64.82325024,74.441,-55.95698033,
73.934,-64.73978472,74.441,-55.95698033,
74.001,-64.26075098,74.444,-55.95698033,
74.024,-63.88629242,74.484,-54.21354897,
74.064,-63.51536225,74.521,-53.35255689,
74.094,-63.12106501,74.571,-53.03587269,
74.124,-63.03074775,74.594,-52.83514805,
74.171,-62.44891729,74.634,-52.83514805,
74.194,-62.25214218,74.681,-52.46428797,
74.234,-62.06826301,74.681,-52.46428797,
74.271,-61.67737022,74.721,-52.46428797,
74.301,-61.39261192,74.764,-51.82756767,
74.334,-61.00300614,74.774,-51.82756767,
74.364,-60.61807028,74.824,-51.82756767,
74.441,-60.5460191,74.871,-50.93173924,
74.441,-60.52438725,74.881,-50.93173924,
74.444,-60.52924578,74.924,-50.93173924,
74.484,-59.56518508,74.964,-49.75874316,
74.521,-59.18197997,74.994,-48.88044653,
74.571,-58.50632208,75.054,-48.88044653,
74.594,-58.42078548,75.054,-48.88044653,
74.634,-58.23637886,75.104,-48.88044653,
74.661,-57.9497089,75.144,-48.03111902,
74.681,-57.9497089,75.164,-48.03111902,
74.721,-57.4799857,75.184,-48.03111902,
74.764,-57.00992499,75.224,-48.03111902,
74.774,-56.63290489,75.281,-46.77135366,
74.824,-56.44461135,75.281,-46.77135366,
74.871,-55.69162562,75.281,-46.77135366,
74.881,-55.48411318,75.364,-46.77135366,
74.924,-55.49744296,75.404,-45.94760524,
74.964,-55.21152622,75.414,-45.94760524,
74.994,-54.92458128,75.474,-44.56897565,
75.054,-54.6220621,75.504,-44.56897565,
75.054,-54.6220621,75.521,-44.56897565,
75.104,-53.76609921,75.544,-44.56897565,
75.144,-53.4356973,75.591,-44.56897565,
75.164,-53.18260864,75.604,-44.18289475,
75.184,-52.70708205,75.661,-44.18289475,
75.224,-52.531962,75.704,-42.77970588,
75.281,-52.10244624,75.734,-42.36988199,
75.281,-52.18380671,75.754,-42.36602383,
75.281,-52.18380671,75.794,-42.36602383,
75.364,-50.91180934,75.834,-42.36602383,
75.404,-50.51540565,75.871,-42.32317622,
75.414,-50.41945471,75.904,-41.29630901,
75.471,-50.39255169,75.924,-41.09821732,
75.504,-49.82045044,75.961,-40.83144293,
75.521,-49.52705207,76.004,-40.83144293,
75.544,-49.62386976,76.004,-40.83144293,
75.591,-48.72896046,76.004,-40.83144293,
75.604,-48.72642007,76.104,-40.41660999,
75.661,-48.32846945,76.124,-40.41660999,
75.704,-47.53714595,76.181,-39.23008005,
75.734,-47.23949026,76.181,-39.23008005,
75.754,-47.040132,76.234,-39.23008005,
75.794,-46.85289505,76.251,-38.04337612,
75.834,-46.73764413,76.301,-38.04337612,
75.871,-45.84554007,76.334,-37.60212432,
75.904,-45.54870093,76.344,-37.60212432,
75.924,-45.34571694,76.394,-37.30370187,
75.951,-45.11246511,76.431,-37.30370187,
75.984,-44.86561845,76.464,-36.95022178,
76.004,-44.886252,76.491,-36.95022178,
76.004,-44.92788576,76.524,-36.95022178,
76.104,-43.81685138,76.554,-36.54338869,
76.124,-43.30596425,76.574,-36.54338869,
76.181,-42.68733112,76.634,-36.54338869,
76.181,-42.68733112,76.661,-35.19329921,
76.234,-42.16991717,76.691,-34.76859731,
76.251,-42.21143555,76.721,-34.76859731,
76.291,-41.95462528,76.751,-34.4580043,
76.334,-41.12554833,76.811,-34.4580043,
76.344,-41.01511767,76.821,-34.4580043,
76.394,-40.89410949,76.844,-34.4580043,
76.431,-40.26786314,76.894,-34.06801899,
76.464,-39.85048335,76.941,-33.13826302,
76.491,-39.83855104,76.944,-33.13826302,
76.524,-39.41304317,76.991,-33.13826302,
76.554,-39.09511302,77.004,-33.13826302,
76.574,-38.73563178,77.064,-32.54350609,
76.634,-38.02928266,77.091,-31.50153182,
76.661,-37.59917565,77.111,-31.50153182,
76.691,-37.37984355,77.161,-31.50153182,
76.721,-37.26181396,77.211,-31.06271369,
76.751,-36.93500934,77.224,-31.06271369,
76.811,-36.28779457,77.241,-31.06271369,
76.821,-35.84360456,77.304,-30.0054197,
76.844,-35.62053743,77.334,-29.22194428,
76.894,-35.29706918,77.371,-29.22194428,
76.941,-34.96374609,77.391,-29.16787311,
76.944,-34.65632223,77.421,-29.16787311,
76.984,-34.16904812,77.461,-29.16787311,
77.004,-34.16249344,77.514,-28.21920743,
77.064,-33.81509128,77.541,-28.21920743,
77.091,-32.81155282,77.571,-27.19476723,
77.111,-32.67153147,77.594,-27.19476723,
77.161,-32.09715155,77.634,-27.19476723,
77.211,-31.41395805,77.671,-26.023602,
77.224,-31.40286442,77.694,-25.90419036,
77.241,-31.26552366,77.734,-25.90419036,
77.304,-30.57589734,77.771,-25.20101019,
77.334,-29.98118799,77.794,-24.74517657,
77.371,-29.7349791,77.811,-24.74517657,
77.391,-29.45844136,77.871,-24.30422128,
77.421,-29.22399314,77.891,-24.30422128,
77.461,-28.85218177,77.934,-24.0463717,
77.514,-27.79267124,77.964,-23.56326218,
77.541,-27.42931954,78.001,-23.13111179,
77.571,-27.05852467,78.001,-23.13111179,
77.594,-26.79444983,78.064,-23.13111179,
77.634,-26.31770341,78.104,-22.37093566,
77.664,-25.92171361,78.121,-22.37093566,
77.694,-25.63759393,78.164,-22.37093566,
77.734,-25.45537024,78.201,-21.19645355,
77.771,-24.88566153,78.204,-20.3661292,
77.794,-24.25470921,78.234,-20.3661292,
77.811,-23.98653363,78.274,-20.3661292,
77.871,-23.48105714,78.331,-20.3661292,
77.891,-23.08674544,78.354,-19.990152,
77.934,-22.46064287,78.414,-19.990152,
77.964,-22.16773057,78.424,-19.990152,
78.001,-21.87823287,78.461,-17.65925646,
78.001,-21.46744668,78.501,-17.65925646,
78.064,-20.72258671,78.541,-17.65925646,
78.094,-20.36724396,78.564,-17.65925646,
78.121,-20.10650803,78.594,-17.65925646,
78.164,-19.80531988,78.594,-17.28403483,
78.201,-18.83140894,78.684,-17.28403483,
78.204,-18.75203076,78.701,-14.97879512,
78.234,-18.51774837,78.734,-14.97879512,
78.274,-17.86831455,78.764,-14.97879512,
78.331,-17.1928594,78.801,-14.57587868,
78.354,-16.55030766,78.861,-14.57587868,
78.404,-16.55030766,78.861,-14.57587868,
78.424,-15.72528299,78.904,-14.57587868,
78.461,-15.23488584,78.924,-14.57587868,
78.501,-14.54767,78.961,-13.48001523,
78.541,-14.32032964,78.984,-13.48001523,
78.564,-13.76402783,79.014,-11.5411143,
78.594,-13.16784658,79.071,-11.5411143,
78.594,-12.96607744,79.091,-11.18864023,
78.684,-12.29209369,79.131,-10.84740157,
78.701,-11.6479018,79.151,-10.84740157,
78.734,-10.91393499,79.194,-10.58606485,
78.764,-10.57603567,79.221,-10.58606485,
78.801,-10.04647775,79.254,-10.58606485,
78.801,-10.04647775,79.304,-9.872907756,
78.861,-9.467042798,79.334,-9.872907756,
78.904,-8.554630599,79.364,-8.401517792,
78.924,-8.041207205,79.394,-8.401517792,
78.961,-7.39797496,79.434,-8.401517792,
78.984,-6.746487476,79.454,-8.401517792,
79.014,-6.528130817,79.454,-8.401517792,
79.071,-5.567595035,79.504,-8.401517792,
79.091,-4.931752921,79.544,-7.317110203,
79.131,-4.229283088,79.584,-7.317110203,
79.151,-3.913248344,79.621,-7.317110203,
79.194,-3.235081846,79.664,-7.317110203,
79.221,-3.026504055,79.701,-7.317110203,
79.254,-2.000846895,79.721,-3.920692179,
79.304,-1.534620247,79.774,-3.920692179,
79.334,-1.080336539,79.784,-2.923759512,
79.364,0.1866902585,79.804,-2.923759512,
79.394,0.6039113131,79.841,-2.923759512,
79.434,1.219905103,79.904,-2.648963369,
79.454,1.852153442,79.911,-2.648963369,
79.454,2.019823458,79.974,-2.648963369,
79.504,2.957892926,79.994,-2.648963369,
79.544,3.82599279,80.034,-1.429297383,
79.584,4.305881961,80.034,-1.429297383,
79.621,5.057137683,80.094,0.1355741845,
79.664,6.328927926,80.144,0.1355741845,
79.701,7.323302524,80.171,0.1355741845,
79.721,8.006102226,80.194,0.1355741845,
79.774,8.765273737,80.224,0.1355741845,
79.784,9.381495412,80.264,3.56619273,
79.804,10.19929688,80.301,3.267953017,
79.841,11.1552819,80.331,3.218050392,
79.904,12.42067782,80.364,3.620110515,
79.911,12.85935343,80.434,3.620110515,
79.971,14.07130475,80.434,3.620110515,
79.994,14.96546235,80.461,3.620110515,
80.031,16.23600932,80.501,3.882389992,
80.034,16.81825643,80.534,5.294985285,
80.094,18.73866537,80.564,5.294985285,
80.144,20.16873178,80.591,6.077089686,
80.171,20.47488225,80.594,6.077089686,
80.194,21.72534845,80.664,6.78453012,
80.224,22.58495549,80.704,6.78453012,
80.264,24.18381621,80.734,8.444520251,
80.281,25.10088862,80.771,8.444520251,
80.331,26.51568649,80.804,8.444520251,
80.364,28.54236022,80.824,8.444520251,
80.434,31.04594393,80.844,9.876968413,
80.434,31.04594393,80.894,9.876968413,
80.461,32.87621631,80.934,9.876968413,
80.501,34.93260416,80.961,13.70810533,
80.534,37.07081954,80.974,13.70810533,
80.564,38.47613691,81.024,13.70810533,
80.591,40.06392068,81.064,15.84742665,
80.594,42.22495779,81.104,15.84742665,
80.664,44.89458327,81.104,15.84742665,
80.704,47.79471059,81.154,15.84742665,
80.734,49.56816742,81.161,21.12485855,
80.771,52.465889,81.211,21.12485855,
80.801,55.06731891,81.261,21.12485855,
80.824,58.34262035,81.301,35.124238,
80.844,60.80350415,81.321,69.75985478,
80.894,64.1381259,81.371,129.6513648,
80.934,67.52104329,81.391,129.6513648,
80.961,70.34660223,81.424,129.6513648,
80.971,71.49795065,81.444,146.1635648,
81.024,78.54606152,81.481,146.1635648,
81.064,83.02900708,81.564,169.9814357,
81.104,88.49440541,81.564,169.9814357,
81.104,90.50156686,81.604,169.9814357,
81.154,94.58627467,81.604,169.9814357,
81.161,97.31925507,81.641,173.3547595,
81.211,102.7084803,81.691,173.3547595,
81.261,106.1351169,81.761,173.3547595,
81.301,110.7735239,81.764,173.3547595,
81.321,114.7600839,81.784,177.8464619,
81.371,117.8853079,81.824,177.8464619,
81.391,121.3967917,81.871,177.8464619,
81.424,124.4650962,81.894,177.8464619,
81.444,126.8622167,81.931,-179.9019959,
81.481,131.1592045,81.944,-177.5599845,
81.564,137.5470072,81.981,-177.5599845,
81.564,137.5470072,82.031,-176.4596201,
81.604,139.3269778,82.071,-176.4596201,
81.604,140.6391762,82.084,-175.8977629,
81.641,143.3728642,82.104,-175.8977629,
81.691,145.3342962,82.134,-175.8977629,
81.761,148.3991092,82.194,-175.8977629,
81.764,148.8367338,82.234,-174.892594,
81.784,150.3832506,82.234,-174.892594,
81.824,152.3705293,82.261,-174.892594,
81.871,154.3372382,82.304,-173.4074959,
81.894,156.0201278,82.354,-173.4074959,
81.931,157.4765401,82.384,-173.4074959,
81.944,158.8355986,82.424,-171.3624871,
81.981,159.6603773,82.451,-171.3624871,
82.031,161.6653805,82.451,-171.3624871,
82.071,162.8810191,82.514,-170.3257254,
82.084,163.8141858,82.564,-170.3257254,
82.104,164.6600391,82.594,-168.7019589,
82.134,166.5537816,82.731,-168.2951321,
82.194,167.3001769,82.731,-168.2951321,
82.234,168.4400132,82.731,-168.2951321,
82.234,169.3975508,82.734,-168.2951321,
82.261,170.0162696,82.764,-166.8467678,
82.304,170.8251587,82.801,-166.1557074,
82.354,171.6921992,82.834,-165.6854088,
82.384,173.2529799,82.864,-165.6854088,
82.424,173.7394888,82.901,-165.3328499,
82.451,174.3710093,82.924,-165.3328499,
82.451,175.4528365,82.971,-164.6854838,
82.514,176.3666887,82.994,-164.6854838,
82.564,177.393247,83.031,-164.6854838,
82.594,177.9843137,83.051,-163.6817185,
82.674,179.3312541,83.054,-163.6817185,
82.731,-179.609573,83.144,-162.9184183,
82.731,-179.5993948,83.164,-162.9184183,
82.734,-179.0103798,83.201,-162.9184183,
82.764,-178.4620035,83.231,-161.4592286,
82.801,-177.7856099,83.264,-161.4592286,
82.834,-177.1565666,83.304,-161.2052772,
82.864,-176.774173,83.331,-161.2052772,
82.901,-175.7347081,83.364,-161.2052772,
82.924,-175.3418966,83.384,-161.2052772,
82.971,-174.6734451,83.431,-160.1403733,
82.994,-174.1045828,83.451,-160.1403733,
83.031,-173.3560985,83.494,-160.1403733,
83.051,-173.2355186,83.494,-160.1403733,
83.054,-172.8032185,83.574,-159.065285,
83.144,-171.6236628,83.591,-159.065285,
83.164,-171.1999761,83.594,-159.065285,
83.201,-170.7646295,83.684,-157.9582382,
83.231,-170.1811326,83.724,-157.9582382,
83.264,-169.7487013,83.724,-157.9582382,
83.304,-169.3486889,83.764,-157.9582382,
83.321,-169.0578763,83.784,-156.3018196,
83.364,-168.9074928,83.804,-156.3018196,
83.384,-168.1544202,83.844,-156.3018196,
83.431,-167.4959986,83.894,-155.5884857,
83.451,-166.6463175,83.931,-155.5884857,
83.494,-166.1975648,83.954,-154.505466,
83.494,-166.1055586,83.981,-154.505466,
83.574,-164.9694573,84.004,-154.505466,
83.591,-164.7907021,84.044,-154.505466,
83.594,-164.729467,84.094,-153.6044968,
83.684,-164.129889,84.131,-152.8183137,
83.684,-164.0863267,84.171,-152.6474189,
83.724,-163.5096543,84.174,-152.6474189,
83.764,-162.4381912,84.224,-152.6474189,
83.784,-162.0466657,84.264,-151.7455583,
83.804,-161.7687018,84.301,-151.7455583,
83.844,-161.5690444,84.331,-151.7455583,
83.894,-160.6964438,84.361,-151.0166178,
83.931,-160.674393,84.381,-151.0166178,
83.954,-160.1050976,84.414,-151.0166178,
83.981,-159.7047071,84.471,-150.2487525,
84.004,-159.4128077,84.481,-150.2487525,
84.044,-159.1031269,84.504,-150.2487525,
84.094,-158.122577,84.594,-149.4117944,
84.131,-157.8482673,84.601,-149.4117944,
84.171,-157.3678058,84.644,-148.3998594,
84.174,-157.071352,84.651,-148.3998594,
84.224,-157.0291158,84.694,-148.3998594,
84.264,-156.2568166,84.724,-148.3998594,
84.301,-155.5954549,84.761,-147.8540745,
84.314,-155.4382242,84.794,-147.8540745,
84.361,-155.173567,84.794,-147.8540745,
84.381,-154.9631777,84.841,-147.8540745,
84.414,-154.3271368,84.904,-146.4023057,
84.471,-153.6384698,84.911,-145.5377552,
84.481,-153.5403996,84.964,-145.5377552,
84.504,-153.4185464,85.004,-145.0302965,
84.594,-152.3726417,85.021,-145.0302965,
84.601,-152.1669534,85.064,-145.0302965,
84.644,-152.0016582,85.101,-144.1767856,
84.651,-151.8126603,85.114,-143.5905857,
84.694,-151.7740941,85.144,-143.5905857,
84.721,-151.2125717,85.164,-143.1166565,
84.761,-150.3783994,85.204,-143.1166565,
84.794,-150.2536912,85.261,-143.1166565,
84.794,-150.2150922,85.314,-142.8667481,
84.841,-150.0828943,85.331,-142.8667481,
84.904,-148.9075132,85.354,-141.6054497,
84.911,-148.8210886,85.394,-141.6054497,
84.964,-148.6419296,85.414,-140.943925,
85.004,-147.8486103,85.474,-140.7019228,
85.021,-147.7155716,85.491,-140.3809662,
85.064,-147.4041867,85.524,-140.3809662,
85.101,-146.9903298,85.564,-139.9131673,
85.114,-146.761734,85.564,-139.9131673,
85.144,-146.5581616,85.614,-139.9131673,
85.164,-146.3530833,85.614,-139.9131673,
85.204,-146.2108224,85.691,-139.9131673,
85.261,-145.7041812,85.734,-139.4075031,
85.314,-144.669673,85.781,-138.0025451,
85.331,-144.6466149,85.794,-137.6340751,
85.354,-144.2471592,85.834,-137.6340751,
85.394,-143.8572673,85.834,-137.6340751,
85.414,-143.6604008,85.884,-137.6340751,
85.474,-143.0919998,85.934,-137.025788,
85.484,-142.9461923,85.954,-137.025788,
85.524,-142.8602469,86.001,-136.1268765,
85.564,-142.302878,86.034,-136.1268765,
85.564,-142.302878,86.064,-135.4431124,
85.614,-142.0830685,86.091,-135.4431124,
85.614,-142.0830685,86.131,-135.4431124,
85.691,-141.685841,86.161,-135.3579934,
85.734,-140.6129457,86.184,-135.3579934,
85.781,-140.1826809,86.224,-135.3579934,
85.794,-140.0379554,86.264,-135.3579934,
85.834,-139.6646645,86.301,-134.5190381,
85.834,-139.6458876,86.314,-133.6018147,
85.884,-139.2807735,86.374,-133.6018147,
85.934,-138.7578598,86.431,-133.1594768,
85.954,-138.639491,86.431,-133.1594768,
86.001,-138.1913787,86.444,-133.1594768,
86.034,-137.8206996,86.494,-133.1594768,
86.064,-137.6400449,86.531,-132.2808292,
86.091,-137.5326403,86.564,-132.2808292,
86.131,-137.2583995,86.584,-131.4710671,
86.151,-136.8993309,86.614,-131.4710671,
86.184,-136.4527985,86.671,-131.4710671,
86.224,-136.1050416,86.701,-130.6797164,
86.264,-135.7490679,86.721,-130.6797164,
86.301,-135.5073635,86.771,-130.6797164,
86.314,-135.3855618,86.794,-129.9177628,
86.374,-135.0423689,86.831,-129.9177628,
86.431,-134.5817076,86.871,-129.9177628,
86.431,-134.5817076,86.901,-129.9177628,
86.444,-134.159751,86.934,-129.1951581,
86.494,-133.817653,86.971,-128.3590303,
86.531,-133.5566088,86.994,-128.1832153,
86.564,-133.2206738,86.994,-128.1832153,
86.584,-133.1209169,87.064,-127.8995716,
86.614,-132.9498079,87.094,-127.2501012,
86.671,-132.454011,87.124,-126.9209325,
86.701,-132.041117,87.164,-126.9209325,
86.721,-131.9481543,87.184,-126.448961,
86.771,-131.5388005,87.211,-126.448961,
86.794,-131.3878206,87.251,-126.448961,
86.831,-131.1951692,87.291,-126.448961,
86.871,-130.8714242,87.301,-125.8109067,
86.894,-130.5497809,87.344,-125.8109067,
86.934,-130.0712359,87.401,-124.9666067,
86.971,-129.7491861,87.431,-124.9666067,
86.994,-129.6638233,87.461,-124.9666067,
86.994,-129.5751409,87.491,-124.9666067,
87.064,-129.0204586,87.544,-124.3635448,
87.094,-128.8543479,87.544,-124.3635448,
87.124,-128.7811971,87.601,-124.3635448,
87.164,-128.2211639,87.611,-123.354046,
87.184,-128.2172194,87.631,-123.354046,
87.211,-128.0481269,87.684,-123.354046,
87.251,-127.8187318,87.731,-122.8481111,
87.291,-127.4975713,87.761,-122.8481111,
87.301,-127.1170516,87.791,-122.8481111,
87.344,-126.8138287,87.824,-122.8481111,
87.401,-126.5072137,87.851,-122.8481111,
87.431,-126.3528639,87.904,-121.9992589,
87.461,-126.1190923,87.931,-121.9992589,
87.491,-126.1154306,87.961,-121.9992589,
87.544,-125.4587366,87.994,-120.6276259,
87.544,-125.3795173,88.001,-120.6276259,
87.601,-125.0909,88.041,-120.6276259,
87.611,-124.867079,88.091,-119.9073687,
87.631,-124.7135964,88.141,-119.9073687,
87.684,-124.6583661,88.151,-119.9073687,
87.731,-124.2793342,88.194,-119.9073687,
87.761,-123.9206894,88.204,-118.9089942,
87.791,-123.7042157,88.234,-118.9089942,
87.824,-123.5569011,88.424,-118.1309514,
87.851,-123.2941705,88.411,-118.1309514,
87.904,-122.9157968,88.461,-118.1309514,
87.931,-122.7613462,88.511,-118.1309514,
87.961,-122.4780305,88.534,-117.093222,
87.994,-122.1023737,88.614,-116.1398745,
88.001,-122.0555509,88.614,-116.1398745,
88.041,-121.9119315,88.634,-116.1398745,
88.091,-121.6898997,88.664,-116.1398745,
88.141,-121.3359008,88.701,-115.5541737,
88.151,-120.9201827,88.734,-115.5541737,
88.194,-120.6453878,88.734,-115.5541737,
88.204,-120.6192069,88.821,-115.5541737,
88.234,-120.4847753,88.844,-114.8818417,
88.364,-120.3934309,88.871,-114.1713864,
88.411,-119.1129942,88.934,-113.880146,
88.461,-118.7730953,88.934,-113.880146,
88.511,-118.7666113,89.011,-113.509397,
88.534,-118.4345949,89.041,-113.509397,
88.614,-117.8914697,89.041,-113.509397,
88.614,-117.8914697,89.074,-113.2468181,
88.634,-117.6943375,89.104,-113.2468181,
88.664,-117.5616454,89.111,-112.4523744,
88.701,-117.2668472,89.154,-112.4523744,
88.734,-116.9691611,89.214,-112.4523744,
88.734,-116.9691611,89.261,-111.8679284,
88.821,-116.5732292,89.274,-111.8679284,
88.844,-116.3130301,89.304,-111.8679284,
88.871,-116.1146508,89.331,-111.8679284,
88.934,-115.8499824,89.414,-111.2925811,
88.934,-115.8499824,89.414,-111.2925811,
89.011,-115.5802831,89.451,-111.2925811,
89.011,-115.2564946,89.481,-111.2925811,
89.041,-115.2559436,89.521,-111.2925811,
89.074,-114.7473485,89.544,-110.403276,
89.104,-114.6143446,89.554,-110.403276,
89.111,-114.487649,89.554,-109.6129618,
89.154,-114.2878609,89.621,-109.6129618,
89.214,-114.0319083,89.681,-109.6129618,
89.261,-113.8398774,89.694,-108.970652,
89.264,-113.5242068,89.711,-108.970652,
89.304,-113.2711018,89.774,-108.970652,
89.331,-113.1420715,89.801,-108.540172,
89.414,-112.941059,89.841,-108.1152887,
89.414,-112.941059,89.861,-108.1152887,
89.444,-112.3184272,89.881,-107.79203,
89.481,-112.4768719,89.911,-107.79203,
89.521,-112.1147483,89.984,-107.3655992,
89.544,-111.7968812,89.984,-107.3655992,
89.554,-111.6639213,90.014,-107.3655992,
89.554,-111.6653415,90.071,-107.3655992,
89.621,-111.5910553,90.101,-106.3881517,
89.681,-111.2134022,90.121,-106.3881517,
89.694,-110.7790294,90.184,-106.1005969,
89.711,-110.7084103,90.184,-106.1005969,
89.774,-110.3942537,90.224,-106.1005969,
89.801,-110.0848361,90.274,-105.3348944,
89.841,-110.0185102,90.304,-105.3348944,
89.861,-109.7120128,90.344,-105.0392841,
89.881,-109.5855909,90.344,-105.0392841,
89.911,-109.398167,90.401,-105.0392841,
89.984,-109.2717802,90.471,-104.4415891,
89.984,-109.1950229,90.471,-104.4415891,
90.014,-108.838817,90.491,-104.4415891,
90.071,-108.4668118,90.534,-104.4415891,
90.101,-108.2136764,90.571,-103.5875226,
90.121,-108.1470801,90.604,-103.5875226,
90.184,-108.1313801,90.641,-103.1502656,
90.184,-108.0615342,90.664,-102.9219478,
90.224,-107.5025398,90.704,-102.7922425,
90.274,-107.3780029,90.734,-102.7922425,
90.304,-107.1845484,90.774,-102.4695793,
90.344,-106.8036757,90.801,-102.1557968,
90.344,-106.8016453,90.834,-102.1557968,
90.401,-106.3011462,90.844,-102.1557968,
90.471,-105.9766562,90.911,-101.9680003,
90.471,-105.9766562,90.944,-101.9680003,
90.474,-105.9189589,90.974,-101.9680003,
90.534,-105.7347458,91.001,-101.1452975,
90.571,-105.4158849,91.021,-101.1452975,
90.604,-105.0353656,91.064,-100.7311759,
90.641,-104.7825844,91.084,-100.7311759,
90.664,-104.7250359,91.151,-100.3034213,
90.704,-104.5251716,91.151,-100.3034213,
90.734,-104.3989179,91.151,-100.3034213,
90.774,-104.0163893,91.241,-99.45957749,
90.801,-103.7602778,91.244,-99.45957749,
90.834,-103.6303808,91.294,-99.45957749,
90.844,-103.7131857,91.334,-99.45957749,
90.911,-103.4935413,91.351,-98.95122978,
90.944,-103.0447084,91.404,-98.95122978,
90.974,-102.7210403,91.451,-98.3147874,
91.001,-102.4671362,91.454,-98.3147874,
91.021,-102.3276207,91.494,-98.3147874,
91.064,-101.968157,91.534,-97.87373358,
91.084,-101.9529172,91.574,-97.87373358,
91.151,-101.282516,91.611,-97.29078178,
91.151,-101.5415633,91.641,-97.29078178,
91.151,-101.4752276,91.674,-96.8724369,
91.241,-100.9488383,91.704,-96.8724369,
91.244,-100.9504638,91.744,-96.8724369,
91.294,-100.8143111,91.754,-96.4487913,
91.334,-100.6811439,91.761,-96.4487913,
91.351,-100.4753618,91.831,-96.4487913,
91.404,-99.88412205,91.874,-95.7610239,
91.434,-99.56337475,91.901,-95.7610239,
91.454,-99.39572483,91.924,-95.7610239,
91.494,-99.32246667,91.971,-94.93333277,
91.534,-99.26046643,92.001,-94.93333277,
91.574,-98.72308224,92.054,-94.17367549,
91.611,-98.51441411,92.071,-94.17367549,
91.641,-98.24307354,92.104,-93.7921632,
91.674,-98.17405079,92.104,-93.7921632,
91.704,-98.03760988,92.124,-93.7921632,
91.744,-97.69827228,92.221,-93.01013835,
91.754,-97.49384009,92.221,-93.01013835,
91.761,-97.58048372,92.264,-93.01013835,
91.831,-97.15649294,92.274,-93.01013835,
91.874,-96.88138327,92.341,-93.01013835,
91.901,-96.50965707,92.371,-91.74937404,
91.924,-96.38268085,92.404,-91.01153934,
91.971,-96.13595357,92.411,-90.69083957,
92.001,-95.69951105,92.434,-90.69083957,
92.041,-95.54336973,92.491,-90.69083957,
92.071,-95.39692812,92.524,-90.69083957,
92.104,-95.46603673,92.621,-89.67882453,
92.104,-95.36950673,92.634,-89.67882453,
92.124,-95.17797922,92.634,-89.67882453,
92.221,-94.07620732,92.674,-89.67882453,
92.221,-94.07620732,92.734,-88.61884582,
92.264,-93.85528082,92.734,-88.61884582,
92.274,-93.70761657,92.734,-88.61884582,
92.341,-93.33704282,92.824,-88.61884582,
92.371,-93.01147616,92.864,-87.81102751,
92.404,-92.81046895,92.874,-87.81102751,
92.411,-92.65832385,92.904,-87.81102751,
92.434,-92.71557532,92.934,-86.95146335,
92.491,-92.50688928,92.981,-86.95146335,
92.524,-92.04685536,93.004,-86.44739565,
92.594,-91.35200361,93.031,-86.44739565,
92.634,-91.19834492,93.054,-85.88491129,
92.634,-91.19834492,93.094,-85.88491129,
92.674,-90.81475692,93.134,-85.15838401,
92.734,-90.58603286,93.171,-85.15838401,
92.734,-90.58728727,93.201,-84.65130191,
92.734,-90.58728727,93.234,-84.65130191,
92.824,-90.0976224,93.271,-84.03504637,
92.844,-89.4373065,93.294,-84.03504637,
92.874,-89.12825055,93.321,-84.03504637,
92.904,-88.97480454,93.354,-83.62315952,
92.934,-88.90324587,93.361,-83.62315952,
92.981,-88.35651471,93.434,-83.62315952,
93.004,-88.2024388,93.464,-83.62315952,
93.031,-87.96530472,93.504,-83.62315952,
93.054,-87.78439588,93.541,-82.1560225,
93.094,-87.6814502,93.554,-82.1560225,
93.134,-87.42483696,93.614,-81.14994557,
93.171,-86.86921125,93.621,-81.14994557,
93.201,-86.80006506,93.644,-81.14994557,
93.234,-86.5511083,93.704,-80.384544,
93.271,-86.27851142,93.761,-79.63513994,
93.274,-86.06772073,93.774,-79.63513994,
93.321,-85.82879707,93.804,-79.23213869,
93.354,-85.76155986,93.841,-79.23213869,
93.361,-85.27210235,94.011,-78.75155994,
93.434,-84.69156973,94.051,-78.25119805,
93.464,-84.45123175,94.084,-78.25119805,
93.491,-84.27370363,94.084,-78.25119805,
93.534,-84.13194884,94.094,-76.58983762,
93.554,-83.73044553,94.184,-75.55680453,
93.614,-83.24955271,94.204,-75.55680453,
93.621,-83.20727874,94.241,-75.2235267,
93.644,-83.01480366,94.274,-75.2235267,
93.704,-82.77753022,94.321,-75.2235267,
93.761,-82.28282655,94.331,-74.33901774,
93.774,-82.05954432,94.374,-74.33901774,
93.804,-81.82085117,94.421,-73.62228947,
93.841,-81.71945043,94.441,-73.62228947,
94.011,-80.56538342,94.464,-73.62228947,
94.051,-80.06325806,94.481,-73.62228947,
94.084,-79.49768359,94.541,-73.62228947,
94.084,-79.52637496,94.581,-72.84524415,
94.094,-79.50315609,94.611,-72.84524415,
94.184,-78.67986292,94.644,-71.44838272,
94.204,-78.51800942,94.644,-71.44838272,
94.241,-78.47438212,94.754,-71.44838272,
94.274,-78.4592797,94.754,-71.44838272,
94.321,-77.77308412,94.784,-71.44838272,
94.331,-77.44254041,94.804,-70.32190482,
94.374,-77.21859472,94.844,-69.38345186,
